"","BEGIN_YEARMONTH","BEGIN_DAY","BEGIN_TIME","END_YEARMONTH","END_DAY","END_TIME","EPISODE_ID","EVENT_ID","STATE","STATE_FIPS","YEAR","MONTH_NAME","EVENT_TYPE","CZ_TYPE","CZ_FIPS","CZ_NAME","WFO","BEGIN_DATE_TIME","CZ_TIMEZONE","END_DATE_TIME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","SOURCE","MAGNITUDE","MAGNITUDE_TYPE","FLOOD_CAUSE","CATEGORY","TOR_F_SCALE","TOR_LENGTH","TOR_WIDTH","TOR_OTHER_WFO","TOR_OTHER_CZ_STATE","TOR_OTHER_CZ_FIPS","TOR_OTHER_CZ_NAME","BEGIN_RANGE","BEGIN_AZIMUTH","BEGIN_LOCATION","END_RANGE","END_AZIMUTH","END_LOCATION","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON","EPISODE_NARRATIVE","EVENT_NARRATIVE","DATA_SOURCE"
"11",195204,5,1215,195204,5,1215,NA,10104938,"PENNSYLVANIA",42,1952,"April    ","Tornado","C",133,"YORK",NA,"05-APR-52 12:15:00","CST","05-APR-52 12:15:00",4,0,0,0,"2.5M",0,NA,0,NA,NA,NA,"F3",17.5,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,39.8,-76.98,39.95,-76.72,NA,NA,"PUB"
"12",195204,5,1300,195204,5,1300,NA,10104939,"PENNSYLVANIA",42,1952,"April    ","Tornado","C",43,"DAUPHIN",NA,"05-APR-52 13:00:00","CST","05-APR-52 13:00:00",6,0,0,0,"250K",0,NA,0,NA,NA,NA,"F0",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.23,-76.8,NA,NA,NA,NA,"PUB"
"13",195204,5,1530,195204,5,1530,NA,10104940,"PENNSYLVANIA",42,1952,"April    ","Tornado","C",89,"MONROE",NA,"05-APR-52 15:30:00","CST","05-APR-52 15:30:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",1,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.12,-75.28,NA,NA,NA,NA,"PUB"
"14",195207,19,545,195207,19,545,NA,10104941,"PENNSYLVANIA",42,1952,"July     ","Tornado","C",49,"ERIE",NA,"19-JUL-52 05:45:00","CST","19-JUL-52 05:45:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F2",5.6,27,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.93,-79.75,41.92,-79.63,NA,NA,"PUB"
"15",195207,23,1230,195207,23,1230,NA,10104942,"PENNSYLVANIA",42,1952,"July     ","Tornado","C",87,"MIFFLIN",NA,"23-JUL-52 12:30:00","CST","23-JUL-52 12:30:00",4,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.62,-77.57,NA,NA,NA,NA,"PUB"
"16",195208,16,1815,195208,16,1815,NA,10104943,"PENNSYLVANIA",42,1952,"August   ","Tornado","C",43,"DAUPHIN",NA,"16-AUG-52 18:15:00","CST","16-AUG-52 18:15:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",0.5,30,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.62,-76.72,NA,NA,NA,NA,"PUB"
"17",195204,29,1600,195204,29,1600,NA,10073797,"NEBRASKA",31,1952,"April    ","Tornado","C",65,"FURNAS",NA,"29-APR-52 16:00:00","CST","29-APR-52 16:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F1",1,20,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.15,-99.8,NA,NA,NA,NA,"PUB"
"18",195205,8,1600,195205,8,1600,NA,10073798,"NEBRASKA",31,1952,"May      ","Tornado","C",33,"CHEYENNE",NA,"08-MAY-52 16:00:00","CST","08-MAY-52 16:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.18,-103.33,NA,NA,NA,NA,"PUB"
"19",195205,13,2100,195205,13,2100,NA,10073799,"NEBRASKA",31,1952,"May      ","Tornado","C",33,"CHEYENNE",NA,"13-MAY-52 21:00:00","CST","13-MAY-52 21:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.42,-103.07,NA,NA,NA,NA,"PUB"
"20",195205,26,1800,195205,26,1800,NA,10073800,"NEBRASKA",31,1952,"May      ","Tornado","C",33,"CHEYENNE",NA,"26-MAY-52 18:00:00","CST","26-MAY-52 18:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",2,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.2,-103.03,NA,NA,NA,NA,"PUB"
"21",195208,10,945,195208,10,945,NA,10082591,"NEW JERSEY",34,1952,"August   ","Tornado","C",25,"MONMOUTH",NA,"10-AUG-52 09:45:00","CST","10-AUG-52 09:45:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F1",24.5,100,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.17,-74.4,40.42,-74.07,NA,NA,"PUB"
"22",195206,10,1700,195206,10,1700,NA,10089659,"NORTH DAKOTA",38,1952,"June     ","Tornado","C",33,"GOLDEN VALLEY",NA,"10-JUN-52 17:00:00","CST","10-JUN-52 17:00:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"",8.8,300,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47.07,-104,47.2,-104.03,NA,NA,"PUB"
"23",195206,10,1900,195206,10,1900,NA,10089660,"NORTH DAKOTA",38,1952,"June     ","Tornado","C",89,"STARK",NA,"10-JUN-52 19:00:00","CST","10-JUN-52 19:00:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",10.1,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,46.78,-103.02,46.78,-102.8,NA,NA,"PUB"
"24",195206,15,1600,195206,15,1600,NA,10089661,"NORTH DAKOTA",38,1952,"June     ","Tornado","C",103,"WELLS",NA,"15-JUN-52 16:00:00","CST","15-JUN-52 16:00:00",1,0,0,0,"25K",0,NA,0,NA,NA,NA,"F3",1.7,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47.4,-99.55,NA,NA,NA,NA,"PUB"
"25",195206,20,1500,195206,20,1500,NA,10089662,"NORTH DAKOTA",38,1952,"June     ","Tornado","C",61,"MOUNTRAIL",NA,"20-JUN-52 15:00:00","CST","20-JUN-52 15:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47.92,-102.13,NA,NA,NA,NA,"PUB"
"26",195207,1,1400,195207,1,1400,NA,10089663,"NORTH DAKOTA",38,1952,"July     ","Tornado","C",77,"RICHLAND",NA,"01-JUL-52 14:00:00","CST","01-JUL-52 14:00:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F3",0.5,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,46.07,-96.95,NA,NA,NA,NA,"PUB"
"27",195207,1,1730,195207,1,1730,NA,10089664,"NORTH DAKOTA",38,1952,"July     ","Tornado","C",53,"MCKENZIE",NA,"01-JUL-52 17:30:00","CST","01-JUL-52 17:30:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",9.7,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47.82,-103.55,47.8,-103.33,NA,NA,"PUB"
"28",195207,19,1730,195207,19,1730,NA,10072246,"MONTANA",30,1952,"July     ","Tornado","C",25,"FALLON",NA,"19-JUL-52 17:30:00","CST","19-JUL-52 17:30:00",0,0,0,0,"250K",0,NA,0,NA,NA,NA,"",55.5,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,46.37,-104.28,46.37,-103.12,NA,NA,"PUB"
"29",195207,19,1830,195207,19,1830,NA,10072247,"MONTANA",30,1952,"July     ","Tornado","C",109,"WIBAUX",NA,"19-JUL-52 18:30:00","CST","19-JUL-52 18:30:00",2,0,1,0,"250K",0,NA,0,NA,NA,NA,"F3",9.1,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,46.97,-104.25,47,-104.05,NA,NA,"PUB"
"30",195206,15,1902,195206,15,1902,NA,10073801,"NEBRASKA",31,1952,"June     ","Tornado","C",89,"HOLT",NA,"15-JUN-52 19:02:00","CST","15-JUN-52 19:02:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",1,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,42.48,-98.67,NA,NA,NA,NA,"PUB"
"31",195206,26,2000,195206,26,2000,NA,10073802,"NEBRASKA",31,1952,"June     ","Tornado","C",151,"SALINE",NA,"26-JUN-52 20:00:00","CST","26-JUN-52 20:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F2",2.7,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,40.63,-96.93,40.58,-96.92,NA,NA,"PUB"
"32",195207,12,1600,195207,12,1600,NA,10073803,"NEBRASKA",31,1952,"July     ","Tornado","C",49,"DEUEL",NA,"12-JUL-52 16:00:00","CST","12-JUL-52 16:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F1",27.6,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.17,-103,40.92,-102.58,NA,NA,"PUB"
"33",195208,13,1730,195208,13,1730,NA,10073804,"NEBRASKA",31,1952,"August   ","Tornado","C",37,"COLFAX",NA,"13-AUG-52 17:30:00","CST","13-AUG-52 17:30:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F3",3.3,1300,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.47,-97.28,41.43,-97.22,NA,NA,"PUB"
"34",195208,13,1745,195208,13,1745,NA,10073805,"NEBRASKA",31,1952,"August   ","Tornado","C",23,"BUTLER",NA,"13-AUG-52 17:45:00","CST","13-AUG-52 17:45:00",1,0,0,0,"0K",0,NA,0,NA,NA,NA,"F3",41.1,1300,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.35,-97.17,41.25,-96.38,NA,NA,"PUB"
"35",195208,13,1900,195208,13,1900,NA,10073806,"NEBRASKA",31,1952,"August   ","Tornado","C",155,"SAUNDERS",NA,"13-AUG-52 19:00:00","CST","13-AUG-52 19:00:00",20,0,0,0,"250K",0,NA,0,NA,NA,NA,"F4",19.4,110,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.22,-96.58,41.02,-96.32,NA,NA,"PUB"
"36",195208,13,1930,195208,13,1930,NA,10073807,"NEBRASKA",31,1952,"August   ","Tornado","C",25,"CASS",NA,"13-AUG-52 19:30:00","CST","13-AUG-52 19:30:00",0,0,0,0,"250K",0,NA,0,NA,NA,NA,"F4",7.3,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,41.02,-96.32,40.93,-96.22,NA,NA,"PUB"
"37",195207,1,1800,195207,1,1800,NA,10089665,"NORTH DAKOTA",38,1952,"July     ","Tornado","C",15,"BURLEIGH",NA,"01-JUL-52 18:00:00","CST","01-JUL-52 18:00:00",25,0,1,0,"250K",0,NA,0,NA,NA,NA,"F4",19.8,150,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47.05,-100.5,47.15,-100.1,NA,NA,"PUB"
"38",195207,1,1836,195207,1,1836,NA,10089666,"NORTH DAKOTA",38,1952,"July     ","Tornado","C",15,"BURLEIGH",NA,"01-JUL-52 18:36:00","CST","01-JUL-52 18:36:00",1,0,0,0,"250K",0,NA,0,NA,NA,NA,"F4",28.2,150,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47.15,-100.1,47.2,-99.5,NA,NA,"PUB"
"39",195207,9,1500,195207,9,1500,NA,10089667,"NORTH DAKOTA",38,1952,"July     ","Tornado","C",35,"GRAND FORKS",NA,"09-JUL-52 15:00:00","CST","09-JUL-52 15:00:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F2",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47.92,-97.17,NA,NA,NA,NA,"PUB"
"40",195207,19,1830,195207,19,1830,NA,10089668,"NORTH DAKOTA",38,1952,"July     ","Tornado","C",33,"GOLDEN VALLEY",NA,"19-JUL-52 18:30:00","CST","19-JUL-52 18:30:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F3",7.3,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47,-104.05,47.02,-103.88,NA,NA,"PUB"
"41",195207,24,1900,195207,24,1900,NA,10089669,"NORTH DAKOTA",38,1952,"July     ","Tornado","C",93,"STUTSMAN",NA,"24-JUL-52 19:00:00","CST","24-JUL-52 19:00:00",0,0,0,0,"250K",0,NA,0,NA,NA,NA,"F2",7.3,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,47,-98.67,47,-98.5,NA,NA,"PUB"
"42",195204,30,1830,195204,30,1830,NA,10121789,"TEXAS",48,1952,"April    ","Tornado","C",451,"TOM GREEN",NA,"30-APR-52 18:30:00","CST","30-APR-52 18:30:00",6,0,0,0,"250K",0,NA,0,NA,NA,NA,"F3",0.5,100,NA,NA,NA,NA,0,NA,NA,0,NA,NA,31.45,-100.47,NA,NA,NA,NA,"PUB"
"43",195205,23,1140,195205,23,1140,NA,10121790,"TEXAS",48,1952,"May      ","Tornado","C",213,"HENDERSON",NA,"23-MAY-52 11:40:00","CST","23-MAY-52 11:40:00",1,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F0",0.5,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.22,-95.62,NA,NA,NA,NA,"PUB"
"44",195205,23,1430,195205,23,1430,NA,10121791,"TEXAS",48,1952,"May      ","Tornado","C",451,"TOM GREEN",NA,"23-MAY-52 14:30:00","CST","23-MAY-52 14:30:00",1,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",7.1,50,NA,NA,NA,NA,0,NA,NA,0,NA,NA,31.45,-100.48,31.45,-100.37,NA,NA,"PUB"
"45",195208,12,1615,195208,12,1615,NA,10121793,"TEXAS",48,1952,"August   ","Tornado","C",503,"YOUNG",NA,"12-AUG-52 16:15:00","CST","12-AUG-52 16:15:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F1",0.7,50,NA,NA,NA,NA,0,NA,NA,0,NA,NA,33.12,-98.6,NA,NA,NA,NA,"PUB"
"46",195212,3,1815,195212,3,1815,NA,10121794,"TEXAS",48,1952,"December ","Tornado","C",455,"TRINITY",NA,"03-DEC-52 18:15:00","CST","03-DEC-52 18:15:00",4,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",13.3,100,NA,NA,NA,NA,0,NA,NA,0,NA,NA,30.9,-95.3,30.95,-95.08,NA,NA,"PUB"
"47",195202,1,1500,195202,1,1500,NA,10123412,"TEXAS",48,1952,"February ","Tornado","C",361,"ORANGE",NA,"01-FEB-52 15:00:00","CST","01-FEB-52 15:00:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",1,67,NA,NA,NA,NA,0,NA,NA,0,NA,NA,30.08,-93.77,NA,NA,NA,NA,"PUB"
"48",195203,2,2200,195203,2,2200,NA,10123413,"TEXAS",48,1952,"March    ","Tornado","C",113,"DALLAS",NA,"02-MAR-52 22:00:00","CST","02-MAR-52 22:00:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F0",0.2,7,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.97,-96.58,NA,NA,NA,NA,"PUB"
"49",195203,17,1930,195203,17,1930,NA,10123414,"TEXAS",48,1952,"March    ","Tornado","C",485,"WICHITA",NA,"17-MAR-52 19:30:00","CST","17-MAR-52 19:30:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,33.88,-98.58,NA,NA,NA,NA,"PUB"
"50",195203,17,2000,195203,17,2000,NA,10123415,"TEXAS",48,1952,"March    ","Tornado","C",363,"PALO PINTO",NA,"17-MAR-52 20:00:00","CST","17-MAR-52 20:00:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F0",0.5,20,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.92,-98.25,NA,NA,NA,NA,"PUB"
"51",195204,3,1800,195204,3,1800,NA,10123416,"TEXAS",48,1952,"April    ","Tornado","C",181,"GRAYSON",NA,"03-APR-52 18:00:00","CST","03-APR-52 18:00:00",1,0,0,0,"25K",0,NA,0,NA,NA,NA,"F2",4.9,200,NA,NA,NA,NA,0,NA,NA,0,NA,NA,33.6,-96.7,33.63,-96.63,NA,NA,"PUB"
"52",195204,18,1415,195204,18,1415,NA,10123417,"TEXAS",48,1952,"April    ","Tornado","C",213,"HENDERSON",NA,"18-APR-52 14:15:00","CST","18-APR-52 14:15:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",0.8,200,NA,NA,NA,NA,0,NA,NA,0,NA,NA,32.22,-95.85,NA,NA,NA,NA,"PUB"
"53",195204,21,1215,195204,21,1215,NA,10123418,"TEXAS",48,1952,"April    ","Tornado","C",309,"MCLENNAN",NA,"21-APR-52 12:15:00","CST","21-APR-52 12:15:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F4",2.3,200,NA,NA,NA,NA,0,NA,NA,0,NA,NA,31.5,-97.45,31.48,-97.42,NA,NA,"PUB"
"54",195204,8,1645,195204,8,1645,NA,10099748,"OKLAHOMA",40,1952,"April    ","Tornado","C",9,"BECKHAM",NA,"08-APR-52 16:45:00","CST","08-APR-52 16:45:00",0,0,0,0,".25K",0,NA,0,NA,NA,NA,"F0",45.9,100,NA,NA,NA,NA,0,NA,NA,0,NA,NA,35.25,-99.7,35.85,-99.35,NA,NA,"PUB"
"55",195204,20,1530,195204,20,1530,NA,10099749,"OKLAHOMA",40,1952,"April    ","Tornado","C",57,"HARMON",NA,"20-APR-52 15:30:00","CST","20-APR-52 15:30:00",0,0,0,0,"25K",0,NA,0,NA,NA,NA,"F1",0,20,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.88,-99.87,NA,NA,NA,NA,"PUB"
"56",195204,20,1600,195204,20,1600,NA,10099750,"OKLAHOMA",40,1952,"April    ","Tornado","C",65,"JACKSON",NA,"20-APR-52 16:00:00","CST","20-APR-52 16:00:00",0,0,0,0,".25K",0,NA,0,NA,NA,NA,"F0",1.5,440,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.67,-99.5,NA,NA,NA,NA,"PUB"
"57",195204,20,1600,195204,20,1600,NA,10099751,"OKLAHOMA",40,1952,"April    ","Tornado","C",65,"JACKSON",NA,"20-APR-52 16:00:00","CST","20-APR-52 16:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",1.5,440,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.67,-99.5,NA,NA,NA,NA,"PUB"
"58",195204,20,1600,195204,20,1600,NA,10099752,"OKLAHOMA",40,1952,"April    ","Tornado","C",65,"JACKSON",NA,"20-APR-52 16:00:00","CST","20-APR-52 16:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",1.5,440,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.67,-99.5,NA,NA,NA,NA,"PUB"
"59",195204,20,1700,195204,20,1700,NA,10099753,"OKLAHOMA",40,1952,"April    ","Tornado","C",9,"BECKHAM",NA,"20-APR-52 17:00:00","CST","20-APR-52 17:00:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F1",0,20,NA,NA,NA,NA,0,NA,NA,0,NA,NA,35.3,-99.67,NA,NA,NA,NA,"PUB"
"60",195204,20,1830,195204,20,1830,NA,10099754,"OKLAHOMA",40,1952,"April    ","Tornado","C",129,"ROGER MILLS",NA,"20-APR-52 18:30:00","CST","20-APR-52 18:30:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",0,20,NA,NA,NA,NA,0,NA,NA,0,NA,NA,35.97,-99.47,NA,NA,NA,NA,"PUB"
"61",195204,20,1915,195204,20,1915,NA,10099755,"OKLAHOMA",40,1952,"April    ","Tornado","C",43,"DEWEY",NA,"20-APR-52 19:15:00","CST","20-APR-52 19:15:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",0,20,NA,NA,NA,NA,0,NA,NA,0,NA,NA,36.15,-99.3,NA,NA,NA,NA,"PUB"
"62",195204,21,1605,195204,21,1605,NA,10099756,"OKLAHOMA",40,1952,"April    ","Tornado","C",71,"KAY",NA,"21-APR-52 16:05:00","CST","21-APR-52 16:05:00",0,0,0,0,"0K",0,NA,0,NA,NA,NA,"F0",0.3,50,NA,NA,NA,NA,0,NA,NA,0,NA,NA,36.87,-97.33,NA,NA,NA,NA,"PUB"
"63",195204,30,1545,195204,30,1545,NA,10099757,"OKLAHOMA",40,1952,"April    ","Tornado","C",151,"WOODS",NA,"30-APR-52 15:45:00","CST","30-APR-52 15:45:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F2",13.7,200,NA,NA,NA,NA,0,NA,NA,0,NA,NA,36.77,-99.08,36.77,-98.83,NA,NA,"PUB"
"64",195205,22,2330,195205,22,2330,NA,10099758,"OKLAHOMA",40,1952,"May      ","Tornado","C",51,"GRADY",NA,"22-MAY-52 23:30:00","CST","22-MAY-52 23:30:00",0,0,0,0,".25K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.75,-97.92,NA,NA,NA,NA,"PUB"
"65",195205,23,400,195205,23,400,NA,10099759,"OKLAHOMA",40,1952,"May      ","Tornado","C",119,"PAYNE",NA,"23-MAY-52 04:00:00","CST","23-MAY-52 04:00:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",0,33,NA,NA,NA,NA,0,NA,NA,0,NA,NA,36.02,-96.82,NA,NA,NA,NA,"PUB"
"66",195205,23,430,195205,23,430,NA,10099760,"OKLAHOMA",40,1952,"May      ","Tornado","C",75,"KIOWA",NA,"23-MAY-52 04:30:00","CST","23-MAY-52 04:30:00",0,0,0,0,"2.5K",0,NA,0,NA,NA,NA,"F1",16.9,100,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.67,-98.87,34.83,-98.65,NA,NA,"PUB"
"67",195205,23,445,195205,23,445,NA,10099761,"OKLAHOMA",40,1952,"May      ","Tornado","C",31,"COMANCHE",NA,"23-MAY-52 04:45:00","CST","23-MAY-52 04:45:00",1,0,0,0,"250K",0,NA,0,NA,NA,NA,"F2",0.3,150,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34.62,-98.42,NA,NA,NA,NA,"PUB"
